generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,run2_status
gen-1773133996-0cXsYnLjVkunGQEIzi4K,3/10/2026 9:13,0.001788,,,,0,470,69,39,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3322,3282,Github,mud_parser_1,discard
gen-1773133996-h7rXhLsjqST1Xk6pNHhE,3/10/2026 9:13,0.003242,,,0,0,596,1130,1099,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,30522,1103,Github,mud_parser_2,run2_keep
gen-1773133992-anP5il0KwKX81qdiMhbb,3/10/2026 9:13,0.002096,,,,0,526,84,62,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4202,4156,Github,mud_parser_1,discard
gen-1773133989-yC0EJ1UxJVcNFpEwkcVX,3/10/2026 9:13,0.002173,,,,0,482,95,75,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,2679,2628,Github,mud_parser_1,discard
gen-1773133983-lfGo0lDiv8wqesQ9oLoQ,3/10/2026 9:13,0.0033,,,,0,518,171,132,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,6347,6251,Github,mud_parser_1,discard
gen-1773134096-a5tgSyLEkO5fzpkBnTAx,3/10/2026 9:14,0.005201,,,0,0,573,1920,1889,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,56185,1394,Github,mud_parser_2,run2_keep
gen-1773134096-jdxfTjZscjBzffdTa9yw,3/10/2026 9:14,0.002726,,,,0,526,129,73,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3768,3768,Github,mud_parser_1,discard
gen-1773134096-RbCWsGlRe7cuE7XNBfXB,3/10/2026 9:14,0.010378,,,,0,635,759,706,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,9625,3041,Github,mud_parser_3,discard
gen-1773134090-IWIPKMrdqL6CkUkmBoBo,3/10/2026 9:14,0.003097,,,,0,490,160,84,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5503,5377,Github,mud_parser_1,discard
gen-1773134085-UncAKhsZjPCYS4kPMIGP,3/10/2026 9:14,0.003529,,,,0,521,187,145,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5014,4522,Github,mud_parser_1,discard
gen-1773134082-ocy0fvEYN5XLANUMOmoB,3/10/2026 9:14,0.001638,,,0,0,609,485,453,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,14443,1229,Github,mud_parser_2,run2_keep
gen-1773134079-9ggB6cfGM66IsvGSWHMZ,3/10/2026 9:14,0.01347,,,,0,615,1020,979,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,MAX_TOKENS,length,16313,3866,Github,mud_parser_3,discard
gen-1773134079-6Q8W3kPD6XrxMaVLaWXv,3/10/2026 9:14,0.002324,,,,0,504,103,67,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5951,5570,Github,mud_parser_1,discard
gen-1773134078-bGHAzNh4nR2iQfjRxGWM,3/10/2026 9:14,0.000095,,,,0,131,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,817,708,Github,mud_parser_1_classifier,classifier
gen-1773134072-c0EJJrsPZAgtr65Hqh5w,3/10/2026 9:14,0.003958,,,,0,462,225,160,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,6459,5173,Github,mud_parser_1,discard
gen-1773134068-o9jm7VoFXqCAHhs5F7o5,3/10/2026 9:14,0.001431,,,,0,402,52,32,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3874,3812,Github,mud_parser_1,discard
gen-1773134066-5tydA92TynyO4oMjSnrl,3/10/2026 9:14,0.00172,,,0,0,600,520,484,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,15245,1610,Github,mud_parser_2,run2_keep
gen-1773134064-0EKGIby9rplpndjGZZq9,3/10/2026 9:14,0.001699,,,,0,363,76,44,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4007,3929,Github,mud_parser_1,discard
gen-1773134058-jbASh3xnUUOSIcD2kI0Z,3/10/2026 9:14,0.013028,,,,0,658,976,942,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,10909,3013,Github,mud_parser_3,discard
gen-1773134057-JGCzUNh343sDKwZzvoPA,3/10/2026 9:14,0.001919,,,,0,345,94,71,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5829,5747,Github,mud_parser_1,discard
gen-1773134053-IFJ0PUdjlbSIPk0tWf9n,3/10/2026 9:14,0.001655,,,,0,274,84,64,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4115,4048,Github,mud_parser_1,discard
gen-1773134052-uv7xhnsxqxgX0uSIlzhu,3/10/2026 9:14,0.000094,,,,0,126,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,615,549,Github,mud_parser_1_classifier,classifier
gen-1773134052-9uHkCnMRHfqpuQ0fAWaU,3/10/2026 9:14,0.001651,,,0,0,630,484,447,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,14546,1042,Github,mud_parser_2,run2_keep
gen-1773134048-ATuUOatSo9qh5HnbvTqz,3/10/2026 9:14,0.003326,,,,0,573,166,106,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3768,2832,Github,mud_parser_1,discard
gen-1773134047-AWWhwR3GB33kb3KdVEAL,3/10/2026 9:14,0.00207,,,,0,607,72,49,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,1846,1779,Github,mud_parser_1,discard
gen-1773134044-Yxd72lIX6nkquWqAr0zy,3/10/2026 9:14,0.001919,,,,0,609,61,39,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,2320,2273,Github,mud_parser_1,discard
gen-1773134043-VqUWmw7OB735uu1zFgfg,3/10/2026 9:14,0.012718,,,,0,665,949,915,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,15003,3753,Github,mud_parser_3,discard
gen-1773134039-fCJyJCOE1vAYeHKaHY4F,3/10/2026 9:14,0.00214,,,,0,567,82,62,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4620,4566,Github,mud_parser_1,discard
gen-1773134154-j9ppYgAmH9gM8tA7OmAi,3/10/2026 9:15,0.003466,,,0,0,566,1228,1180,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,35885,1431,Github,mud_parser_2,run2_keep
gen-1773134153-3J2V7LnGJkNnKELxyEIY,3/10/2026 9:15,0.000087,,,,0,96,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,905,731,Github,mud_parser_2_classifier,classifier
gen-1773134152-2cMVn1LToGkPSVqRBbXL,3/10/2026 9:15,0.000094,,,,0,125,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,924,802,Github,mud_parser_1_classifier,classifier
gen-1773134147-0DLNBNGyA2zjMU2OFQE7,3/10/2026 9:15,0.012976,,,,0,422,1011,980,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,10395,3296,Github,mud_parser_3,discard
gen-1773134143-xyUZtessw2HVQxqRJPEL,3/10/2026 9:15,0.003573,,,,0,554,186,122,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,8504,8396,Github,mud_parser_1,discard
gen-1773134142-ptUC488xvC2fKphY2PVS,3/10/2026 9:15,0.000101,,,,0,152,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,872,716,Github,mud_parser_1_classifier,classifier
gen-1773134135-LHwK3I0iurjNi2w344Lk,3/10/2026 9:15,0.003342,,,,0,566,168,81,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,6746,6634,Github,mud_parser_1,discard
gen-1773134135-UZXXbBGIWqetlKsAVfNB,3/10/2026 9:15,0.011276,,,,0,370,878,847,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,12137,3573,Github,mud_parser_3,discard
gen-1773134131-AwNOp4u3niyJuWeSu3fU,3/10/2026 9:15,0.003997,,,,0,556,216,142,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4208,3461,Github,mud_parser_1,discard
gen-1773134125-9OrbfO5drsZbvHvXhMqh,3/10/2026 9:15,0.003382,,,,0,557,172,132,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5829,5762,Github,mud_parser_1,discard
gen-1773134123-Si1oOvwL14b8hP93VlTu,3/10/2026 9:15,0.008518,,,,0,353,651,618,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,11116,3893,Github,mud_parser_3,discard
gen-1773134119-InTJs1VsSuvuBGrErgfU,3/10/2026 9:15,0.004326,,,,0,552,240,177,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,max_output_tokens,length,5767,5570,Github,mud_parser_1,discard
gen-1773134117-1JtCXYUWW9PVpSUWjx8I,3/10/2026 9:15,0.005412,,,,0,282,404,379,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,5923,2687,Github,mud_parser_3,discard
gen-1773134116-z7bM5VVqloBe3ic9tEFu,3/10/2026 9:15,0.000088,,,,0,108,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,795,672,Github,mud_parser_3_classifier,classifier
gen-1773134101-GGuGITXLVUh4ukFQctHL,3/10/2026 9:15,0.004343,,,,0,562,240,240,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,max_output_tokens,length,18230,182,Github,mud_parser_1,discard
gen-1773134100-ovp0TRsDGPhDhEaDblUw,3/10/2026 9:15,0.000093,,,,0,122,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,689,550,Github,mud_parser_1_classifier,classifier
gen-1773134218-eZQpD6dTYmcVSqVPZtbP,3/10/2026 9:16,0.002425,,,,0,514,109,89,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4536,4473,Github,mud_parser_1,discard
gen-1773134214-CoDnFFaE2twU87AcaxBl,3/10/2026 9:16,0.002233,,,,0,524,94,63,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3680,3620,Github,mud_parser_1,discard
gen-1773134210-qK0HtL8sRGLRfBah91Cp,3/10/2026 9:16,0.001923,,,,0,523,72,49,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3716,3580,Github,mud_parser_1,discard
gen-1773134204-cN9x6EiSiI6ZeK7gjNVq,3/10/2026 9:16,0.009032,,,,0,550,661,630,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,8692,3095,Github,mud_parser_3,discard
gen-1773134204-8MyuE45pPG3FKRjR90Ns,3/10/2026 9:16,0.002474,,,,0,558,107,85,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5861,5812,Github,mud_parser_1,discard
gen-1773134199-VFaOtPDdjx1UTtPQ9MIO,3/10/2026 9:16,0.002815,,,,0,561,131,111,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4996,4939,Github,mud_parser_1,discard
gen-1773134190-TXCurEb8KJWVNo7mGiSy,3/10/2026 9:16,0.003135,,,0,0,536,1104,1062,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,32008,1398,Github,mud_parser_2,run2_keep
gen-1773134185-HAdrJdNMY77JaEIgqr4V,3/10/2026 9:16,0.009562,,,,0,545,706,675,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,8107,2714,Github,mud_parser_3,discard
gen-1773134176-IOjSHKi6XIrJ7RtqBBCI,3/10/2026 9:16,0.006796,,,,0,482,486,474,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,9039,3522,Github,mud_parser_3,discard
gen-1773134168-ZKDyGVokzUsJ9rjTvFzo,3/10/2026 9:16,0.00543,,,,0,465,375,348,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,8412,5428,Github,mud_parser_3,discard
gen-1773134275-Lxz7DcJAlwOHEQUVWDNB,3/10/2026 9:17,0.00187,,,,0,365,88,56,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4576,4498,Github,mud_parser_1,discard
gen-1773134271-ggrbeFRmBqXHY1SNvAtf,3/10/2026 9:17,0.001881,,,,0,347,91,47,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3188,3065,Github,mud_parser_1,discard
gen-1773134268-j6VTqe5V72ax2M4Ku5Eo,3/10/2026 9:17,0.001141,,,,0,276,47,21,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3430,3344,Github,mud_parser_1,discard
gen-1773134267-vaGOSFaws7XllpTwuEcu,3/10/2026 9:17,0.00999,,,,0,621,729,673,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,8552,3185,Github,mud_parser_3,discard
gen-1773134263-gInpG2AsVCz99XZF3xgd,3/10/2026 9:17,0.003556,,,,0,600,179,108,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4599,2831,Github,mud_parser_1,discard
gen-1773134259-UE4ecCSlBkZris27BwRe,3/10/2026 9:17,0.002464,,,,0,624,98,58,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4001,3884,Github,mud_parser_1,discard
gen-1773134254-0eV2uNxDnvM3Kp6lMQHK,3/10/2026 9:17,0.002779,,,,0,636,119,81,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4458,4344,Github,mud_parser_1,discard
gen-1773134250-MFljQMjecVh4CLu1Pt7L,3/10/2026 9:17,0.002728,,,,0,655,113,66,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3757,3697,Github,mud_parser_1,discard
gen-1773134250-bJO58b7Ynby2r1hp1zMa,3/10/2026 9:17,0.013402,,,,0,581,1020,979,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,MAX_TOKENS,length,11410,2559,Github,mud_parser_3,discard
gen-1773134245-uIHZscjb0IC0mObVElvk,3/10/2026 9:17,0.004007,,,,0,658,204,151,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4663,3858,Github,mud_parser_1,discard
gen-1773134244-5jLrzyJ2IvZIkl18BbNy,3/10/2026 9:17,0.000101,,,,0,152,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,725,602,Github,mud_parser_1_classifier,classifier
gen-1773134239-0HEYKU878aF3pLszG0BS,3/10/2026 9:17,0.004217,,,,0,562,231,148,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5144,4373,Github,mud_parser_1,discard
gen-1773134233-Tu5CjtGTDLwcIrIztymS,3/10/2026 9:17,0.013376,,,,0,568,1020,980,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,MAX_TOKENS,length,16430,3599,Github,mud_parser_3,discard
gen-1773134232-lLTjrW9jPFCqgFYpOv6l,3/10/2026 9:17,0.004284,,,,0,528,240,180,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,max_output_tokens,length,7107,7026,Github,mud_parser_1,discard
gen-1773134230-te1cj1fEPWyeXYmhuYKN,3/10/2026 9:17,0.000089,,,,0,105,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,1481,1379,Github,mud_parser_1_classifier,classifier
gen-1773134226-E5hXgGZ6SEOl4CycDcXE,3/10/2026 9:17,0.003165,,,,0,481,166,87,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4161,4047,Github,mud_parser_1,discard
gen-1773134223-lIYekdy7dscszanOqOt5,3/10/2026 9:17,0.010494,,,,0,597,775,747,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,9796,3172,Github,mud_parser_3,discard
gen-1773134223-mAsCHGIHrz1qg1AUjlU1,3/10/2026 9:17,0.002663,,,,0,538,123,95,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3217,3131,Github,mud_parser_1,discard
gen-1773134222-otPrVJP05UpVQrqjrCPW,3/10/2026 9:17,0.005537,,,0,0,497,2076,2040,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,60061,1070,Github,mud_parser_2,run2_keep
gen-1773134334-N90zeuQtiyVJBG7g9Ki5,3/10/2026 9:18,0.002126,,,,0,463,94,71,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5174,5106,Github,mud_parser_1,discard
gen-1773134328-aW0NnJfVEpmOSe4InOfq,3/10/2026 9:18,0.002469,,,,0,459,119,75,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5686,5615,Github,mud_parser_1,discard
gen-1773134325-heJao5uk6qTNFKTGqwKv,3/10/2026 9:18,0.002065,,,,0,484,87,51,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3675,3594,Github,mud_parser_1,discard
gen-1773134324-HtOIkpm9TuNb35jBuDea,3/10/2026 9:18,0.001866,,,0,0,491,609,565,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,18493,1667,Github,mud_parser_2,run2_keep
gen-1773134321-aF5oKNrcaakpD46lFUOf,3/10/2026 9:18,0.0134,,,,0,580,1020,979,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,MAX_TOKENS,length,12384,3367,Github,mud_parser_3,discard
gen-1773134318-cNTectddvvpiKFaULjBa,3/10/2026 9:18,0.001636,,,,0,431,63,43,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,6422,6358,Github,mud_parser_1,discard
gen-1773134314-eWlSYby3GvB17FSFVAW8,3/10/2026 9:18,0.001618,,,,0,477,56,38,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3692,3622,Github,mud_parser_1,discard
gen-1773134310-Fa4FZLAsgev2Uiw6B0OU,3/10/2026 9:18,0.0134,,,,0,610,1015,979,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,STOP,stop,11000,3090,Github,mud_parser_3,discard
gen-1773134310-V4hZRtj0q9uCEXEnYytp,3/10/2026 9:18,0.001708,,,,0,504,59,38,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4336,4303,Github,mud_parser_1,discard
gen-1773134308-wSt41ZvxfQaAEi2Rsnry,3/10/2026 9:18,0.001597,,,0,0,489,502,462,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,15818,1016,Github,mud_parser_2,run2_keep
gen-1773134306-iqV3bXTtLBVfeGRPvlAN,3/10/2026 9:18,0.001863,,,,0,521,68,34,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3363,3301,Github,mud_parser_1,discard
gen-1773134301-fAeBxCW9VyXpOL07Cw3n,3/10/2026 9:18,0.001716,,,,0,525,57,36,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5138,5066,Github,mud_parser_1,discard
gen-1773134297-yppQ2drb0JMJ50EDSvRj,3/10/2026 9:18,0.002163,,,,0,540,87,67,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4337,4265,Github,mud_parser_1,discard
gen-1773134292-4Y5txZ5GOR0QrMOaAFY8,3/10/2026 9:18,0.002511,,,,0,523,114,61,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4609,4531,Github,mud_parser_1,discard
gen-1773134291-ZOfl7TSvROAq7IlVNaKC,3/10/2026 9:18,0.000092,,,,0,119,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,848,680,Github,mud_parser_1_classifier,classifier
gen-1773134287-XA1CFTbxTqJbrKY0jJUd,3/10/2026 9:18,0.013458,,,,0,609,1020,979,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,MAX_TOKENS,length,12280,3657,Github,mud_parser_3,discard
gen-1773134286-wgdUoUMR2pVfwY7QEX4c,3/10/2026 9:18,0.000088,,,,0,108,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1016,881,Github,mud_parser_3_classifier,classifier
gen-1773134284-9hv1XThgeLrJVTVP0wpz,3/10/2026 9:18,0.00267,,,,0,446,135,78,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,6539,6448,Github,mud_parser_1,discard
gen-1773134282-QVJwWjPvrDttsTbYfcfT,3/10/2026 9:18,0.002488,,,0,0,537,845,808,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,26012,1420,Github,mud_parser_2,run2_keep
gen-1773134279-fSE9JyDLrSE4I8H3RYYn,3/10/2026 9:18,0.001631,,,,0,404,66,46,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4646,4580,Github,mud_parser_1,discard
gen-1773134397-CkOL2Fa1dQl8igHdB5WU,3/10/2026 9:19,0.002252,,,,0,567,90,59,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4955,4852,Github,mud_parser_1,discard
gen-1773134396-AMJtn4G7VbXQQ0ypSRFe,3/10/2026 9:19,0.013436,,,,0,616,1017,982,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,11165,2885,Github,mud_parser_3,discard
gen-1773134395-TyOLsYtIQQNaqNjsMBW9,3/10/2026 9:19,0.000087,,,,0,99,42,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google,standard,FALSE,TRUE,,STOP,stop,1129,601,Github,mud_parser_3_classifier,classifier
gen-1773134395-YFSCt1DVBzb2G8kQISFq,3/10/2026 9:19,0.00227,,,0,0,519,763,724,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,22203,1338,Github,mud_parser_2,run2_keep
gen-1773134393-PKyly2dqXFLGU1hWoVMT,3/10/2026 9:19,0.002093,,,,0,572,78,54,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3547,3469,Github,mud_parser_1,discard
gen-1773134388-E7Fdi3u26B08kBbjVXJF,3/10/2026 9:19,0.001855,,,,0,532,66,46,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4717,4666,Github,mud_parser_1,discard
gen-1773134384-UxqC6VLAegJJR8AUQDHv,3/10/2026 9:19,0.002135,,,,0,532,86,41,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3485,3388,Github,mud_parser_1,discard
gen-1773134380-C1PnHVNlMgLS9Rv2BxkO,3/10/2026 9:19,0.001968,,,,0,525,75,55,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4555,4492,Github,mud_parser_1,discard
gen-1773134377-q1bnPoKwOd6ysZ5Cv3NP,3/10/2026 9:19,0.008826,,,,0,603,635,585,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,7501,2813,Github,mud_parser_3,discard
gen-1773134375-5SOLNUeIkSWFSQXR9Tt8,3/10/2026 9:19,0.00228,,,,0,487,102,73,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4839,4749,Github,mud_parser_1,discard
gen-1773134370-ZCM5QEZIc0DfJ2BwfSh6,3/10/2026 9:19,0.002191,,,,0,436,102,66,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4757,4690,Github,mud_parser_1,discard
gen-1773134364-VKxUDpC3tFaUiXCJtG34,3/10/2026 9:19,0.001975,,,,0,473,82,47,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,5343,5259,Github,mud_parser_1,discard
gen-1773134363-jPdTaD6vUnC55Bknydod,3/10/2026 9:19,0.013452,,,,0,606,1020,979,0,google/gemini-3.1-pro-preview-20260219,Google,standard,FALSE,TRUE,,MAX_TOKENS,length,13488,3722,Github,mud_parser_3,discard
gen-1773134360-fa663h2k79wvwTNG8aQq,3/10/2026 9:19,0.001947,,,,0,473,80,52,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3947,3873,Github,mud_parser_1,discard
gen-1773134357-jWli4o3a2qrHJFhmQy5V,3/10/2026 9:19,0.003476,,,0,0,517,1246,1207,0,deepseek/deepseek-r1,Novita,standard,FALSE,TRUE,,stop,stop,36988,1014,Github,mud_parser_2,run2_keep
gen-1773134356-xDNyhF33wZyidmUmgwU6,3/10/2026 9:19,0.000085,,,,0,95,41,0,0,google/gemini-3.1-flash-lite-preview-20260303,Google AI Studio,standard,FALSE,TRUE,,STOP,stop,906,830,Github,mud_parser_2_classifier,classifier
gen-1773134356-d2U3GqhBPprmX8S9S6Gv,3/10/2026 9:19,0.001697,,,,0,474,62,40,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4182,4115,Github,mud_parser_1,discard
gen-1773134352-Z1kZ2cHayS6cNpowunEH,3/10/2026 9:19,0.001876,,,,0,440,79,47,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4117,4034,Github,mud_parser_1,discard
gen-1773134347-ZTv0MfQ6F9dbttuAtoAV,3/10/2026 9:19,0.001939,,,,0,484,78,57,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,4543,4489,Github,mud_parser_1,discard
gen-1773134344-CFJ8miQ51DQHxTY30Cc8,3/10/2026 9:19,0.013466,,,,0,613,1020,982,0,google/gemini-3.1-pro-preview-20260219,Google AI Studio,standard,FALSE,TRUE,,MAX_TOKENS,length,12516,3762,Github,mud_parser_3,discard
gen-1773134344-q1C6AlOdcb6km3Hmtq7m,3/10/2026 9:19,0.001865,,,,0,498,71,47,0,openai/gpt-5.2-20251211,OpenAI,standard,FALSE,TRUE,,completed,stop,3246,3167,Github,mud_parser_1,discard
